834	Piki bread	NULL
835	French toast	NULL
836	Wheat bread	NULL
837	Rye bread	NULL
838	Oat bread	NULL
839	Potato bread	NULL
840	Cornbread	NULL
841	Corn grits	NULL
842	Multigrain bread	NULL
843	Rice bread	NULL
844	Pan dulce	NULL
845	Raisin bread	NULL
846	Wonton wrapper	NULL
848	Trail mix	NULL
849	Greenthread tea	Thelesperma
850	Fruit-flavor drink	NULL
851	Vegetable juice	NULL
852	Horchata	NULL
853	Soft drink	NULL
854	Frozen yogurt	NULL
855	Milkshake	NULL
856	Chocolate mousse	NULL
857	Dripping	NULL
858	Pupusa	NULL
859	Empanada	NULL
860	Arepa	NULL
861	Ascidians	Ascidiacea
862	Gefilte fish	NULL
863	Yellow pond-lily	Nuphar lutea
864	Fish burger	NULL
865	Other dish	NULL
866	Pot pie	NULL
867	Stuffing	NULL
868	Edible shell	NULL
869	Fudge	NULL
870	Candy bar	NULL
871	Condensed milk	NULL
872	Margarine	NULL
873	Margarine-like spread	NULL
874	Hummus	NULL
876	Potato puffs	NULL
877	Potato gratin	NULL
878	Milk substitute	NULL
879	Pepper (C. pubescens)	Capsicum pubescens
880	Soft-necked garlic	Allium sativum L. var. sativum
881	Cabbage	Brassica oleracea var. capitata
882	Chinese bayberry	Myrica rubra
883	Mushrooms	NULL
884	Alcoholic beverages	NULL
885	Onion-family vegetables	NULL
886	Pomes	NULL
887	Brassicas	NULL
888	Cereals and cereal products	NULL
889	Citrus	NULL
890	Cocoa and cocoa products	NULL
891	Coffee and coffee products	NULL
892	Crustaceans	NULL
893	Milk and milk products	NULL
894	Fats and oils	NULL
896	Fishes	NULL
897	Herbs and Spices	NULL
898	Pulses	NULL
899	Animal foods	NULL
900	Mollusks	NULL
901	Nuts	NULL
902	Beverages	NULL
903	Fruits	NULL
904	Green vegetables	NULL
905	Root vegetables	NULL
