DB00792	Tripelennamine	InChI=1S/C16H21N3/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15/h3-11H,12-14H2,1-2H3	InChIKey=UFLGIAIHIAPJJC-UHFFFAOYSA-N
DB00793	Haloprogin	InChI=1S/C9H4Cl3IO/c10-6-4-8(12)9(5-7(6)11)14-3-1-2-13/h4-5H,3H2	InChIKey=CTETYYAZBPJBHE-UHFFFAOYSA-N
DB00794	Primidone	InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)	InChIKey=DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795	Sulfasalazine	InChI=1S/C18H14N4O5S/c23-16-9-6-13(11-15(16)18(24)25)21-20-12-4-7-14(8-5-12)28(26,27)22-17-3-1-2-10-19-17/h1-11,23H,(H,19,22)(H,24,25)/b21-20+	InChIKey=NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796	Candesartan	InChI=1S/C24H20N6O3/c1-2-33-24-25-20-9-5-8-19(23(31)32)21(20)30(24)14-15-10-12-16(13-11-15)17-6-3-4-7-18(17)22-26-28-29-27-22/h3-13H,2,14H2,1H3,(H,31,32)(H,26,27,28,29)	InChIKey=HTQMVQVXFRQIKW-UHFFFAOYSA-N
DB00797	Tolazoline	InChI=1S/C10H12N2/c1-2-4-9(5-3-1)8-10-11-6-7-12-10/h1-5H,6-8H2,(H,11,12)	InChIKey=JIVZKJJQOZQXQB-UHFFFAOYSA-N
DB00798	Gentamicin	InChI=1S/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3	InChIKey=CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00799	Tazarotene	InChI=1S/C21H21NO2S/c1-4-24-20(23)16-7-9-17(22-14-16)8-5-15-6-10-19-18(13-15)21(2,3)11-12-25-19/h6-7,9-10,13-14H,4,11-12H2,1-3H3	InChIKey=OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800	Fenoldopam	InChI=1S/C16H16ClNO3/c17-15-11-5-6-18-8-13(9-1-3-10(19)4-2-9)12(11)7-14(20)16(15)21/h1-4,7,13,18-21H,5-6,8H2	InChIKey=TVURRHSHRRELCG-UHFFFAOYSA-N
DB00801	Halazepam	InChI=1S/C17H12ClF3N2O/c18-12-6-7-14-13(8-12)16(11-4-2-1-3-5-11)22-9-15(24)23(14)10-17(19,20)21/h1-8H,9-10H2	InChIKey=WYCLKVQLVUQKNZ-UHFFFAOYSA-N
DB00802	Alfentanil	InChI=1S/C21H32N6O3/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26/h6-10H,4-5,11-17H2,1-3H3	InChIKey=IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00803	Colistin	InChI=1S/C52H98N16O13/c1-9-29(6)11-10-12-40(71)59-32(13-19-53)47(76)68-42(31(8)70)52(81)64-35(16-22-56)44(73)63-37-18-24-58-51(80)41(30(7)69)67-48(77)36(17-23-57)61-43(72)33(14-20-54)62-49(78)38(25-27(2)3)66-50(79)39(26-28(4)5)65-45(74)34(15-21-55)60-46(37)75/h27-39,41-42,69-70H,9-26,53-57H2,1-8H3,(H,58,80)(H,59,71)(H,60,75)(H,61,72)(H,62,78)(H,63,73)(H,64,81)(H,65,74)(H,66,79)(H,67,77)(H,68,76)/t29?,30-,31-,32+,33+,34+,35+,36+,37+,38+,39-,41+,42+/m1/s1	InChIKey=YKQOSKADJPQZHB-QNPLFGSASA-N
DB00804	Dicyclomine	InChI=1S/C19H35NO2/c1-3-20(4-2)15-16-22-18(21)19(13-9-6-10-14-19)17-11-7-5-8-12-17/h17H,3-16H2,1-2H3	InChIKey=CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00805	Minaprine	InChI=1S/C17H22N4O/c1-14-13-16(15-5-3-2-4-6-15)19-20-17(14)18-7-8-21-9-11-22-12-10-21/h2-6,13H,7-12H2,1H3,(H,18,20)	InChIKey=LDMWSLGGVTVJPG-UHFFFAOYSA-N
DB00806	Pentoxifylline	InChI=1S/C13H18N4O3/c1-9(18)6-4-5-7-17-12(19)10-11(14-8-15(10)2)16(3)13(17)20/h8H,4-7H2,1-3H3	InChIKey=BYPFEZZEUUWMEJ-UHFFFAOYSA-N
DB00807	Proparacaine	InChI=1S/C16H26N2O3/c1-4-10-20-15-8-7-13(12-14(15)17)16(19)21-11-9-18(5-2)6-3/h7-8,12H,4-6,9-11,17H2,1-3H3	InChIKey=KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808	Indapamide	InChI=1S/C16H16ClN3O3S/c1-10-8-11-4-2-3-5-14(11)20(10)19-16(21)12-6-7-13(17)15(9-12)24(18,22)23/h2-7,9-10H,8H2,1H3,(H,19,21)(H2,18,22,23)	InChIKey=NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809	Tropicamide	InChI=1S/C17H20N2O2/c1-2-19(12-14-8-10-18-11-9-14)17(21)16(13-20)15-6-4-3-5-7-15/h3-11,16,20H,2,12-13H2,1H3	InChIKey=BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00810	Biperiden	InChI=1S/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2	InChIKey=YSXKPIUOCJLQIE-UHFFFAOYSA-N
DB00811	Ribavirin	InChI=1S/C8H12N4O5/c9-6(16)7-10-2-12(11-7)8-5(15)4(14)3(1-13)17-8/h2-5,8,13-15H,1H2,(H2,9,16)/t3-,4-,5-,8-/m1/s1	InChIKey=IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812	Phenylbutazone	InChI=1S/C19H20N2O2/c1-2-3-14-17-18(22)20(15-10-6-4-7-11-15)21(19(17)23)16-12-8-5-9-13-16/h4-13,17H,2-3,14H2,1H3	InChIKey=VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00813	Fentanyl	InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3	InChIKey=PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00814	Meloxicam	InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,18H,1-2H3,(H,15,16,19)	InChIKey=ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00815	Sodium lauryl sulfate	InChI=1S/C12H26O4S.Na/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;/h2-12H2,1H3,(H,13,14,15);/q;+1/p-1	InChIKey=DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00816	Orciprenaline	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8/h3-5,7,11-15H,6H2,1-2H3	InChIKey=LMOINURANNBYCM-UHFFFAOYSA-N
DB00817	Rosoxacin	InChI=1S/C17H14N2O3/c1-2-19-10-14(17(21)22)16(20)13-4-3-12(9-15(13)19)11-5-7-18-8-6-11/h3-10H,2H2,1H3,(H,21,22)	InChIKey=XBPZXDSZHPDXQU-UHFFFAOYSA-N
DB00818	Propofol	InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3	InChIKey=OLBCVFGFOZPWHH-UHFFFAOYSA-N
DB00819	Acetazolamide	InChI=1S/C4H6N4O3S2/c1-2(9)6-3-7-8-4(12-3)13(5,10)11/h1H3,(H2,5,10,11)(H,6,7,9)	InChIKey=BZKPWHYZMXOIDC-UHFFFAOYSA-N
DB00820	Tadalafil	InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1	InChIKey=WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00821	Carprofen	InChI=1S/C15H12ClNO2/c1-8(15(18)19)9-2-4-11-12-7-10(16)3-5-13(12)17-14(11)6-9/h2-8,17H,1H3,(H,18,19)	InChIKey=PUXBGTOOZJQSKH-UHFFFAOYSA-N
DB00822	Disulfiram	InChI=1S/C10H20N2S4/c1-5-11(6-2)9(13)15-16-10(14)12(7-3)8-4/h5-8H2,1-4H3	InChIKey=AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823	Ethynodiol	InChI=1S/C24H32O4/c1-5-24(28-16(3)26)13-11-22-21-8-6-17-14-18(27-15(2)25)7-9-19(17)20(21)10-12-23(22,24)4/h1,14,18-22H,6-13H2,2-4H3/t18-,19-,20+,21+,22-,23-,24-/m0/s1	InChIKey=ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00824	Enprofylline	InChI=1S/C8H10N4O2/c1-2-3-12-6-5(9-4-10-6)7(13)11-8(12)14/h4H,2-3H2,1H3,(H,9,10)(H,11,13,14)	InChIKey=SIQPXVQCUCHWDI-UHFFFAOYSA-N
DB00825	Menthol	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1	InChIKey=NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00826	Natamycin	InChI=1S/C33H47NO13/c1-18-10-8-6-4-3-5-7-9-11-21(45-32-30(39)28(34)29(38)19(2)44-32)15-25-27(31(40)41)22(36)17-33(42,47-25)16-20(35)14-24-23(46-24)12-13-26(37)43-18/h3-9,11-13,18-25,27-30,32,35-36,38-39,42H,10,14-17,34H2,1-2H3,(H,40,41)/b4-3+,7-5+,8-6+,11-9+,13-12+/t18-,19-,20+,21+,22+,23-,24-,25+,27-,28+,29-,30+,32?,33-/m1/s1	InChIKey=NCXMLFZGDNKEPB-BQGNJOPGSA-N
DB00827	Cinoxacin	InChI=1S/C12H10N2O5/c1-2-14-7-4-9-8(18-5-19-9)3-6(7)11(15)10(13-14)12(16)17/h3-4H,2,5H2,1H3,(H,16,17)	InChIKey=VDUWPHTZYNWKRN-UHFFFAOYSA-N
DB00828	Fosfomycin	InChI=1S/C3H7O4P/c1-2-3(7-2)8(4,5)6/h2-3H,1H3,(H2,4,5,6)/t2-,3+/m0/s1	InChIKey=YMDXZJFXQJVXBF-STHAYSLISA-N
DB00829	Diazepam	InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3	InChIKey=AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00830	Phenmetrazine	InChI=1S/C11H15NO/c1-9-11(13-8-7-12-9)10-5-3-2-4-6-10/h2-6,9,11-12H,7-8H2,1H3	InChIKey=OOBHFESNSZDWIU-UHFFFAOYSA-N
DB00831	Trifluoperazine	InChI=1S/C21H24F3N3S/c1-25-11-13-26(14-12-25)9-4-10-27-17-5-2-3-6-19(17)28-20-8-7-16(15-18(20)27)21(22,23)24/h2-3,5-8,15H,4,9-14H2,1H3	InChIKey=ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00832	Phensuximide	InChI=1S/C11H11NO2/c1-12-10(13)7-9(11(12)14)8-5-3-2-4-6-8/h2-6,9H,7H2,1H3	InChIKey=WLWFNJKHKGIJNW-UHFFFAOYSA-N
DB00833	Cefaclor	InChI=1S/C15H14ClN3O4S/c16-8-6-24-14-10(13(21)19(14)11(8)15(22)23)18-12(20)9(17)7-4-2-1-3-5-7/h1-5,9-10,14H,6,17H2,(H,18,20)(H,22,23)/t9-,10-,14-/m1/s1	InChIKey=QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	Mifepristone	InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1	InChIKey=VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835	Brompheniramine	InChI=1S/C16H19BrN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3	InChIKey=ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836	Loperamide	InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3	InChIKey=RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00837	Progabide	InChI=1S/C17H16ClFN2O2/c18-12-5-3-11(4-6-12)17(21-9-1-2-16(20)23)14-10-13(19)7-8-15(14)22/h3-8,10,21H,1-2,9H2,(H2,20,23)/b17-14+	InChIKey=DWEQWXSKOHHBNT-SAPNQHFASA-N
DB00838	Clocortolone	InChI=1S/C22H28ClFO4/c1-11-6-13-14-8-16(24)15-7-12(26)4-5-21(15,3)22(14,23)18(28)9-20(13,2)19(11)17(27)10-25/h4-5,7,11,13-14,16,18-19,25,28H,6,8-10H2,1-3H3/t11-,13+,14+,16+,18+,19-,20+,21+,22+/m1/s1	InChIKey=YMTMADLUXIRMGX-RFPWEZLHSA-N
DB00839	Tolazamide	InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)	InChIKey=OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00840	Hydroxypropyl cellulose	NULL	NULL
DB00841	Dobutamine	InChI=1S/C18H23NO3/c1-13(2-3-14-4-7-16(20)8-5-14)19-11-10-15-6-9-17(21)18(22)12-15/h4-9,12-13,19-22H,2-3,10-11H2,1H3	InChIKey=JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00842	Oxazepam	InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)	InChIKey=ADIMAYPTOBDMTL-UHFFFAOYSA-N
DB00843	Donepezil	InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3	InChIKey=ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00844	Nalbuphine	InChI=1S/C21H27NO4/c23-14-5-4-13-10-16-21(25)7-6-15(24)19-20(21,17(13)18(14)26-19)8-9-22(16)11-12-2-1-3-12/h4-5,12,15-16,19,23-25H,1-3,6-11H2/t15-,16+,19-,20-,21+/m0/s1	InChIKey=NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00845	Clofazimine	InChI=1S/C27H22Cl2N4/c1-17(2)30-24-16-27-25(15-23(24)31-20-11-7-18(28)8-12-20)32-22-5-3-4-6-26(22)33(27)21-13-9-19(29)10-14-21/h3-17,31H,1-2H3/b30-24+	InChIKey=WDQPAMHFFCXSNU-BGABXYSRSA-N
DB00846	Flurandrenolide	InChI=1S/C24H33FO6/c1-21(2)30-19-9-14-13-8-16(25)15-7-12(27)5-6-22(15,3)20(13)17(28)10-23(14,4)24(19,31-21)18(29)11-26/h7,13-14,16-17,19-20,26,28H,5-6,8-11H2,1-4H3/t13-,14-,16-,17-,19+,20+,22-,23-,24+/m0/s1	InChIKey=POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847	Cysteamine	InChI=1S/C2H7NS/c3-1-2-4/h4H,1-3H2	InChIKey=UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00848	Levamisole	InChI=1S/C11H12N2S/c1-2-4-9(5-3-1)10-8-13-6-7-14-11(13)12-10/h1-5,10H,6-8H2/t10-/m1/s1	InChIKey=HLFSDGLLUJUHTE-SNVBAGLBSA-N
DB00849	Methylphenobarbital	InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)	InChIKey=ALARQZQTBTVLJV-UHFFFAOYSA-N
DB00850	Perphenazine	InChI=1S/C21H26ClN3OS/c22-17-6-7-21-19(16-17)25(18-4-1-2-5-20(18)27-21)9-3-8-23-10-12-24(13-11-23)14-15-26/h1-2,4-7,16,26H,3,8-15H2	InChIKey=RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851	Dacarbazine	InChI=1S/C6H10N6O/c1-12(2)11-10-6-4(5(7)13)8-3-9-6/h3H,1-2H3,(H2,7,13)(H,8,9)	InChIKey=FDKXTQMXEQVLRF-UHFFFAOYSA-N
DB00852	Pseudoephedrine	InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10+/m0/s1	InChIKey=KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853	Temozolomide	InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)	InChIKey=BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854	Levorphanol	InChI=1S/C17H23NO/c1-18-9-8-17-7-3-2-4-14(17)16(18)10-12-5-6-13(19)11-15(12)17/h5-6,11,14,16,19H,2-4,7-10H2,1H3/t14-,16+,17+/m0/s1	InChIKey=JAQUASYNZVUNQP-USXIJHARSA-N
DB00855	Aminolevulinic acid	InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)	InChIKey=ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00856	Chlorphenesin	InChI=1S/C9H11ClO3/c10-7-1-3-9(4-2-7)13-6-8(12)5-11/h1-4,8,11-12H,5-6H2	InChIKey=MXOAEAUPQDYUQM-UHFFFAOYSA-N
DB00857	Terbinafine	InChI=1S/C21H25N/c1-21(2,3)15-8-5-9-16-22(4)17-19-13-10-12-18-11-6-7-14-20(18)19/h5-7,9-14H,16-17H2,1-4H3/b9-5+	InChIKey=DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00858	Drostanolone	InChI=1S/C20H32O2/c1-12-11-20(3)13(10-17(12)21)4-5-14-15-6-7-18(22)19(15,2)9-8-16(14)20/h12-16,18,22H,4-11H2,1-3H3/t12-,13+,14+,15+,16+,18+,19+,20+/m1/s1	InChIKey=IKXILDNPCZPPRV-RFMGOVQKSA-N
DB00859	Penicillamine	InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)	InChIKey=VVNCNSJFMMFHPL-UHFFFAOYSA-N
DB00860	Prednisolone	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	InChIKey=OIGNJSKKLXVSLS-VWUMJDOOSA-N
DB00861	Diflunisal	InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)	InChIKey=HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862	Vardenafil	InChI=1S/C23H32N6O4S/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30)	InChIKey=SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	Ranitidine	InChI=1S/C13H22N4O3S/c1-14-13(9-17(18)19)15-6-7-21-10-12-5-4-11(20-12)8-16(2)3/h4-5,9,14-15H,6-8,10H2,1-3H3/b13-9+	InChIKey=VMXUWOKSQNHOCA-UKTHLTGXSA-N
DB00864	Tacrolimus	InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,26,28-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/b25-19+,27-21+/t26-,28+,29+,30-,31+,32-,33+,34-,36+,37-,38-,39+,40+,44+/m0/s1	InChIKey=QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00865	Benzphetamine	InChI=1S/C17H21N/c1-15(13-16-9-5-3-6-10-16)18(2)14-17-11-7-4-8-12-17/h3-12,15H,13-14H2,1-2H3/t15-/m0/s1	InChIKey=YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00866	Alprenolol	InChI=1S/C15H23NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4-6,8-9,12,14,16-17H,1,7,10-11H2,2-3H3	InChIKey=PAZJSJFMUHDSTF-UHFFFAOYSA-N
DB00867	Ritodrine	InChI=1S/C17H21NO3/c1-12(17(21)14-4-8-16(20)9-5-14)18-11-10-13-2-6-15(19)7-3-13/h2-9,12,17-21H,10-11H2,1H3/t12-,17-/m0/s1	InChIKey=IOVGROKTTNBUGK-SJCJKPOMSA-N
DB00868	Benzonatate	InChI=1S/C30H53NO11/c1-3-4-9-31-29-7-5-28(6-8-29)30(32)42-27-26-41-25-24-40-23-22-39-21-20-38-19-18-37-17-16-36-15-14-35-13-12-34-11-10-33-2/h5-8,31H,3-4,9-27H2,1-2H3	InChIKey=MAFMQEKGGFWBAB-UHFFFAOYSA-N
DB00869	Dorzolamide	InChI=1S/C10H16N2O4S3/c1-3-12-8-4-6(2)18(13,14)10-7(8)5-9(17-10)19(11,15)16/h5-6,8,12H,3-4H2,1-2H3,(H2,11,15,16)/t6-,8-/m0/s1	InChIKey=IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870	Suprofen	InChI=1S/C14H12O3S/c1-9(14(16)17)10-4-6-11(7-5-10)13(15)12-3-2-8-18-12/h2-9H,1H3,(H,16,17)	InChIKey=MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871	Terbutaline	InChI=1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3	InChIKey=XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872	Conivaptan	InChI=1S/C32H26N4O2/c1-21-33-28-19-20-36(29-14-8-7-13-27(29)30(28)34-21)32(38)23-15-17-24(18-16-23)35-31(37)26-12-6-5-11-25(26)22-9-3-2-4-10-22/h2-18H,19-20H2,1H3,(H,33,34)(H,35,37)	InChIKey=IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00873	Loteprednol	InChI=1S/C21H27ClO5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,18(25)27-11-22)20(15,2)10-16(24)17(14)19/h5,7,9,14-17,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,17+,19-,20-,21-/m0/s1	InChIKey=YPZVAYHNBBHPTO-MXRBDKCISA-N
DB00874	Guaifenesin	InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3	InChIKey=HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00875	Flupentixol	InChI=1S/C23H27F3N2OS/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29/h1-2,4-8,16,20,22,29H,3,9-15H2/b18-5-	InChIKey=DTTVNHWDONBIKE-DVZOWYKESA-N
DB00876	Eprosartan	InChI=1S/C23H24N2O4S/c1-2-3-6-21-24-14-19(12-18(23(28)29)13-20-5-4-11-30-20)25(21)15-16-7-9-17(10-8-16)22(26)27/h4-5,7-12,14H,2-3,6,13,15H2,1H3,(H,26,27)(H,28,29)/b18-12+	InChIKey=OROAFUQRIXKEMV-LDADJPATSA-N
DB00877	Sirolimus	InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33+,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1	InChIKey=QFJCIRLUMZQUOT-KLHQEZAJSA-N
DB00878	Chlorhexidine	InChI=1S/C22H30Cl2N10/c23-15-5-9-17(10-6-15)31-21(27)33-19(25)29-13-3-1-2-4-14-30-20(26)34-22(28)32-18-11-7-16(24)8-12-18/h5-12H,1-4,13-14H2,(H5,25,27,29,31,33)(H5,26,28,30,32,34)	InChIKey=GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879	Emtricitabine	InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1	InChIKey=XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	Chlorothiazide	InChI=1S/C7H6ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-3H,(H,10,11)(H2,9,12,13)	InChIKey=JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	Quinapril	InChI=1S/C25H30N2O5/c1-3-32-25(31)21(14-13-18-9-5-4-6-10-18)26-17(2)23(28)27-16-20-12-8-7-11-19(20)15-22(27)24(29)30/h4-12,17,21-22,26H,3,13-16H2,1-2H3,(H,29,30)/t17-,21-,22-/m0/s1	InChIKey=JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	Clomifene	InChI=1S/C26H28ClNO/c1-3-28(4-2)19-20-29-24-17-15-22(16-18-24)25(21-11-7-5-8-12-21)26(27)23-13-9-6-10-14-23/h5-18H,3-4,19-20H2,1-2H3/b26-25+	InChIKey=GKIRPKYJQBWNGO-OCEACIFDSA-N
DB00883	Isosorbide Dinitrate	InChI=1S/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2/t3-,4+,5-,6-/m1/s1	InChIKey=MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00884	Risedronate	InChI=1S/C7H11NO7P2/c9-7(16(10,11)12,17(13,14)15)4-6-2-1-3-8-5-6/h1-3,5,9H,4H2,(H2,10,11,12)(H2,13,14,15)	InChIKey=IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00885	Pemirolast	InChI=1S/C10H8N6O/c1-6-3-2-4-16-9(6)11-5-7(10(16)17)8-12-14-15-13-8/h2-5H,1H3,(H,12,13,14,15)	InChIKey=HIANJWSAHKJQTH-UHFFFAOYSA-N
DB00886	Omapatrilat	InChI=1S/C19H24N2O4S2/c22-17(15(26)11-12-5-2-1-3-6-12)20-13-9-10-27-16-8-4-7-14(19(24)25)21(16)18(13)23/h1-3,5-6,13-16,26H,4,7-11H2,(H,20,22)(H,24,25)/t13?,14-,15-,16-/m0/s1	InChIKey=LVRLSYPNFFBYCZ-JFKGFPBSSA-N
